,Home,HFG%,H3P%,HFT%,HORB,HTOV,HAST,HPTS,Away,AFG%,A3P%,AFT%,AORB,ATOV,AAST,APTS,HRFG%,HR3P%,HRFT%,HRO,HRT,HRS,HRP,ARFG%,AR3P%,ARFT%,ARO,ART,ARS,ARP,Winner,Home_elo_before,Away_elo_before,Home_elo_after,Away_elo_after,Home_sm_before,Away_sm_before,Home_sm_after,Away_sm_after
760,IND,.429,.588,.762,8,13,14,92,MIL,.447,.304,.875,8,8,16,89,0.46327014218009477,0.3466135458167331,0.7574468085106383,11.0,10.8,15.2,104.7,0.4588235294117647,0.363265306122449,0.8057851239669421,10.1,8.8,14.3,106.4,H,1512.3208152227685,1476.380028039706,1517.1950138458617,1471.5058294166129,921.7424084531162,901.6365543221508,926.9264768781245,896.4524858971425
761,CHI,.395,.364,.650,7,14,13,89,BOS,.488,.333,.917,12,7,18,105,0.436241610738255,0.34098360655737703,0.7607655502392344,8.9,6.9,11.1,104.3,0.4365079365079365,0.3853503184713376,0.7719298245614035,10.1,5.7,12.1,106.7,A,1400.332481524164,1545.459783649938,1392.7118042508696,1553.0804609232323,714.9596843679183,993.7156503869516,711.1126601003256,997.5626746545443
762,SAS,.461,.273,.774,4,14,11,100,MEM,.525,.364,.667,6,8,20,98,0.47262569832402235,0.301255230125523,0.7582938388625592,10.8,7.1,12.6,107.8,0.4227544910179641,0.3232758620689655,0.7989949748743719,9.8,8.0,16.7,94.0,H,1488.834998971824,1342.1810390752494,1491.4353146277442,1339.5807234193292,912.2545469301682,685.7388567315483,914.0012685773592,683.9921350843573
763,UTA,.493,.323,.667,6,8,15,94,ORL,.341,.324,.786,6,7,14,80,0.4640605296343001,0.3726235741444867,0.7816091954022989,9.4,6.8,15.4,103.8,0.4753309265944645,0.3588850174216028,0.7629310344827587,7.6,8.1,12.9,107.0,H,1556.7003037699405,1401.9091408526033,1563.358549329123,1395.2508952934209,1012.8442015889744,756.07446349977,1016.807366409325,752.1112986794194
764,LAL,.391,.297,.774,7,9,10,103,POR,.422,.435,.737,7,6,14,108,0.49385474860335193,0.41904761904761906,0.7464114832535885,9.9,6.9,15.4,117.2,0.44661308840413316,0.36789297658862874,0.8199052132701422,9.7,7.9,12.0,106.1,A,1498.5216590221264,1552.4193938814203,1492.8134464370034,1558.1276064665433,875.2549381910064,983.3975178639602,870.7312717179946,987.921184336972
765,TOR,.386,.278,.848,17,12,12,106,ATL,.425,.286,.762,12,8,21,90,0.4863013698630137,0.3674033149171271,0.8,7.9,8.6,10.4,115.3,0.4364060676779463,0.3149847094801223,0.782051282051282,8.1,9.3,15.1,103.4,H,1661.3444218320767,1404.668000985411,1665.678559805421,1400.3338630120668,1189.0970504051909,734.8420712758236,1190.503224431839,733.4358972491754
766,WAS,.500,.583,.852,8,7,18,117,MIA,.447,.273,.741,13,11,14,113,0.4614499424626007,0.36900369003690037,0.7954545454545454,11.6,8.4,14.2,104.2,0.44819819819819817,0.3527272727272727,0.7563025210084033,12.5,8.5,12.9,107.3,H,1561.8125540505773,1488.365388068035,1566.541658780401,1483.6362833382113,985.7990440647584,887.1416153109864,990.0396210302125,882.9010383455322
767,OKC,.495,.353,.727,12,12,19,112,HOU,.528,.515,.853,7,11,20,122,0.43443557582668185,0.34441087613293053,0.7099236641221374,12.8,7.2,13.2,106.2,0.4625766871165644,0.36496350364963503,0.8,8.7,8.3,11.1,113.2,A,1537.1006167681471,1697.8837249015328,1531.8810853727089,1703.103256296971,969.9891795600704,1223.92229474056,966.7426317988729,1227.1688425017574
768,DAL,.478,.556,.739,9,8,15,118,DEN,.413,.306,.769,11,5,14,107,0.4457013574660634,0.37091988130563797,0.7807486631016043,8.1,7.9,12.3,105.9,0.5022522522522522,0.3829113924050633,0.7945205479452054,10.4,8.6,14.0,118.7,H,1411.1311722710657,1531.976778585024,1427.3978036624003,1515.7101471936894,778.8683093162246,962.9962067243814,798.0495031771632,943.8150128634428
769,POR,.432,.606,.875,15,4,19,111,NYK,.422,.368,.667,9,7,14,87,0.4392735527809308,0.3754152823920266,0.8194444444444444,10.0,8.1,12.4,106.4,0.44884488448844884,0.30278884462151395,0.7978723404255319,11.0,6.5,13.8,104.2,H,1558.1276064665433,1350.6206790120714,1565.5526021713015,1343.1956833073132,987.921184336972,715.5166736298604,993.1959358397871,710.2419221270453
770,LAC,.465,.259,.654,10,5,13,116,NOP,.447,.433,.889,9,11,8,121,0.4782110091743119,0.3247232472324723,0.7959183673469388,9.5,7.8,13.0,111.7,0.47100712105798576,0.35986159169550175,0.7823529411764706,10.1,8.9,13.0,116.3,A,1531.653947442426,1524.7786597690897,1524.4376384406114,1531.9949687709043,945.174907138516,951.8681501364249,938.309847397546,958.7332098773949
771,IND,.386,.130,.765,14,9,12,84,UTA,.513,.355,.688,7,9,12,104,0.45475910693301996,0.359504132231405,0.7688888888888888,11.0,10.5,15.2,103.4,0.45796737766624845,0.35424354243542433,0.7654320987654321,9.5,7.0,15.2,101.2,A,1517.1950138458617,1563.358549329123,1503.4847929307996,1577.068770244185,926.9264768781245,1016.807366409325,915.5124084546834,1028.2214348327661
772,CHI,.532,.379,.750,9,10,20,119,MEM,.488,.345,.800,9,12,14,110,0.4349315068493151,0.33881578947368424,0.7681159420289855,8.4,7.3,11.8,102.4,0.43884892086330934,0.32751091703056767,0.7837837837837838,9.1,8.1,16.8,95.2,H,1392.7118042508696,1339.5807234193292,1400.6319530587155,1331.6605746114833,711.1126601003256,683.9921350843573,719.8976126266037,675.2071825580791
773,DET,.489,.500,.783,9,2,16,119,TOR,.446,.300,.905,11,9,9,121,0.4152637485970819,0.33663366336633666,0.7347826086956522,12.8,7.0,13.2,101.1,0.47861271676300576,0.3463687150837989,0.7972972972972973,7.9,9.3,11.0,112.9,A,1424.4903178825405,1665.678559805421,1422.8728948236972,1667.2959828642643,841.3463358293905,1190.503224431839,840.4537334353181,1191.3958268259114
774,MIL,.458,.321,.737,6,9,13,99,HOU,.476,.350,.667,12,9,16,110,0.4611764705882353,0.3629032258064516,0.8049792531120332,10.7,8.7,14.2,106.8,0.46371463714637146,0.37530266343825663,0.8054607508532423,9.0,8.6,12.2,114.5,A,1471.5058294166129,1703.103256296971,1467.6293717750373,1706.9797139385466,896.4524858971425,1227.1688425017574,894.1940210016444,1229.4273073972556
775,SAC,.419,.321,.824,14,4,9,101,NOP,.566,.423,1.000,5,6,16,114,0.45361990950226244,0.3886792452830189,0.773972602739726,10.0,7.3,12.6,101.8,0.464859437751004,0.3525423728813559,0.8,10.5,9.0,12.2,117.0,A,1341.9859103410588,1531.9949687709043,1336.6485991988943,1537.3322799130688,648.7180095106131,958.7332098773949,645.8956327193898,961.5555866686182
776,DEN,.488,.370,.778,14,7,21,108,CLE,.506,.448,.667,7,10,10,113,0.49150622876557193,0.37261146496815284,0.7982456140350878,10.6,8.8,14.3,116.7,0.4971297359357061,0.3799392097264438,0.7219512195121951,8.7,6.9,12.0,113.9,A,1515.7101471936894,1498.0978262142771,1508.2106693659164,1505.5973040420502,943.8150128634428,923.5712793649246,936.2454713378784,931.1408208904891
777,LAL,.489,.333,.917,7,7,14,108,ORL,.500,.429,.579,8,5,16,107,0.484375,0.40372670807453415,0.7612612612612613,9.8,7.2,14.5,116.7,0.45652173913043476,0.3612040133779264,0.776255707762557,7.0,8.1,13.1,103.4,H,1492.8134464370034,1395.2508952934209,1495.5367266915016,1392.5276150389227,870.7312717179946,752.1112986794194,873.2092881268234,749.6332822705906
778,MIA,.472,.538,.556,6,10,14,108,PHI,.395,.405,.762,9,9,18,99,0.4499437570303712,0.36140350877192984,0.7565217391304347,12.1,9.1,13.1,107.7,0.4638196915776987,0.3712374581939799,0.7333333333333333,10.8,8.4,15.7,106.9,H,1483.6362833382113,1565.7276943415281,1496.4710374563313,1552.8929402234082,882.9010383455322,1036.820240629436,898.6212186988796,1021.1000602760887
779,MIN,.468,.387,.692,13,3,12,109,BOS,.494,.344,.741,9,7,11,117,0.48766157461809634,0.37083333333333335,0.85546875,8.8,7.0,11.8,113.8,0.4438138479001135,0.37579617834394907,0.7847533632286996,10.4,6.1,12.8,107.5,A,1544.8493831038938,1553.0804609232323,1536.0431175459748,1561.8867264811513,985.7251926401424,997.5626746545443,977.0373769592895,1006.2504903353971
780,GSW,.432,.267,.870,12,6,10,110,SAS,.453,.273,.833,10,7,12,107,0.5175332527206772,0.4053156146179402,0.8111587982832618,8.6,8.1,15.9,116.7,0.46871444823663255,0.2911392405063291,0.7552742616033755,9.9,8.1,12.1,107.2,H,1648.453280421505,1491.4353146277442,1651.3166594909542,1488.571935558295,1157.4711828077823,914.0012685773592,1159.3201678255991,912.1522835595423
781,DET,.469,.333,.778,11,8,16,99,CHI,.355,.290,.800,10,11,13,83,0.4232922732362822,0.3523489932885906,0.7372881355932204,13.0,6.7,13.9,103.5,0.4522144522144522,0.34459459459459457,0.7431192660550459,8.0,7.7,12.7,104.0,H,1422.8728948236972,1400.6319530587155,1435.8026961734968,1387.7021517089158,840.4537334353181,719.8976126266037,848.9969872736684,711.3543587882534
782,IND,.495,.500,.800,9,11,16,112,ATL,.415,.303,.900,6,11,18,87,0.44883720930232557,0.3403361344537815,0.7603686635944701,11.8,9.9,15.1,101.8,0.42857142857142855,0.3126934984520124,0.782051282051282,8.5,8.8,15.9,101.6,H,1503.4847929307996,1400.3338630120668,1516.0863606982152,1387.7322952446511,915.5124084546834,733.4358972491754,924.2004472881763,724.7478584156825
783,TOR,.482,.395,.786,12,7,16,108,HOU,.494,.333,.696,7,9,13,105,0.4766248574686431,0.3581267217630854,0.8026315789473685,8.0,8.9,10.8,114.9,0.4610630407911001,0.3640776699029126,0.8006993006993007,9.1,9.0,12.7,112.5,H,1667.2959828642643,1706.9797139385466,1673.7265427119796,1700.5491540908313,1191.3958268259114,1229.4273073972556,1197.7905394383051,1223.0325947848619
784,MEM,.373,.273,.714,10,4,15,78,UTA,.446,.406,.727,8,10,17,95,0.4444444444444444,0.3432203389830508,0.7868020304568528,9.1,8.6,15.7,98.0,0.44923857868020306,0.3309608540925267,0.7520661157024794,9.3,7.3,15.1,98.3,A,1331.6605746114833,1577.068770244185,1326.8656639906894,1581.863680864979,675.2071825580791,1028.2214348327661,672.5602385470472,1030.868378843798
785,MIL,.562,.444,.769,6,8,14,120,NYK,.480,.250,.786,11,6,11,112,0.45475910693301996,0.35856573705179284,0.8,10.5,8.9,14.3,105.6,0.4496124031007752,0.3157894736842105,0.7978723404255319,10.8,6.7,13.5,104.0,H,1467.6293717750373,1343.1956833073132,1473.0496207324672,1337.7754343498832,894.1940210016444,710.2419221270453,898.2703048980112,706.1656382306785
786,NOP,.463,.300,.833,2,3,15,97,WAS,.479,.346,.750,10,10,12,116,0.4785276073619632,0.3715277777777778,0.8023952095808383,9.2,8.7,12.5,117.7,0.4672897196261682,0.39925373134328357,0.8108108108108109,10.8,7.7,14.9,105.7,A,1537.3322799130688,1566.541658780401,1523.1808428111524,1580.6930958823173,961.5555866686182,990.0396210302125,947.3640749913043,1004.2311327075264
787,DEN,.506,.484,.867,7,10,12,125,LAL,.489,.400,.750,12,8,15,116,0.4977220956719818,0.3685897435897436,0.7880184331797235,10.4,8.8,14.9,116.0,0.48986486486486486,0.404320987654321,0.7601809954751131,9.2,7.4,15.1,116.9,H,1508.2106693659164,1495.5367266915016,1517.4954406419586,1486.2519554154594,936.2454713378784,873.2092881268234,943.8489561430578,865.605803321644
788,POR,.494,.410,.778,14,4,11,125,GSW,.487,.429,.833,6,5,10,108,0.4431687715269805,0.39603960396039606,0.827433628318584,10.5,8.1,13.5,107.9,0.5095693779904307,0.4066666666666667,0.8369098712446352,8.7,7.8,15.6,116.9,H,1565.5526021713015,1651.3166594909542,1585.0841799354243,1631.7850817268313,993.1959358397871,1159.3201678255991,1017.6014370640163,1134.9146666013698
789,SAC,.434,.360,.867,13,7,16,94,ORL,.423,.310,.813,5,7,14,88,0.4532130777903044,0.3814814814814815,0.7887323943661971,10.2,7.2,12.3,101.9,0.463768115942029,0.3724832214765101,0.75,7.0,7.6,13.4,104.1,H,1336.6485991988943,1392.5276150389227,1346.033944649945,1383.142269587872,645.8956327193898,749.6332822705906,656.7737307942615,738.7551841957189
790,LAC,.483,.393,.633,13,6,13,116,CLE,.448,.333,.667,8,10,12,102,0.48306997742663654,0.322463768115942,0.7836734693877551,9.6,7.8,13.0,113.7,0.4885057471264368,0.36908517350157727,0.725,8.7,7.4,11.5,111.2,H,1524.4376384406114,1505.5973040420502,1536.4219274365837,1493.6130150460779,938.309847397546,931.1408208904891,950.8343498899222,918.6163183981129
791,MIA,.591,.357,.714,5,9,10,129,WAS,.442,.350,.794,8,4,15,102,0.45280898876404496,0.3727598566308244,0.7372881355932204,11.2,9.8,13.2,108.4,0.47607934655775963,0.3880597014925373,0.8054054054054054,10.1,7.6,14.1,106.9,H,1496.4710374563313,1580.6930958823173,1523.3597706387534,1553.8043626998951,898.6212186988796,1004.2311327075264,927.2776259995688,975.5747254068372
792,DAL,.481,.345,.857,9,8,10,114,MEM,.357,.389,.765,9,4,14,80,0.4501133786848073,0.40061162079510704,0.772020725388601,8.1,7.2,12.8,107.4,0.4398092967818832,0.33617021276595743,0.7846153846153846,9.2,7.8,15.7,97.0,H,1427.3978036624003,1326.8656639906894,1443.3311611787738,1310.932306474316,798.0495031771632,672.5602385470472,812.2845358527808,658.3252058714296
793,OKC,.459,.357,.667,11,8,15,104,SAS,.465,.500,.571,6,6,14,94,0.43671607753705816,0.3413173652694611,0.7041666666666667,13.0,7.0,13.9,104.9,0.4713804713804714,0.2936170212765957,0.7521008403361344,10.0,8.1,11.7,108.8,H,1531.8810853727089,1488.571935558295,1540.6672470630187,1479.7857738679852,966.7426317988729,912.1522835595423,975.1363107171367,903.7586046412786
794,LAC,.526,.389,.857,8,9,15,113,ORL,.452,.333,.778,9,12,14,105,0.4859075535512965,0.32616487455197135,0.757085020242915,9.9,8.0,13.0,114.0,0.4617253948967193,0.3771043771043771,0.7427184466019418,6.5,7.6,13.6,102.5,H,1536.4219274365837,1383.142269587872,1541.1562572223277,1378.407939802128,950.8343498899222,738.7551841957189,954.3707293724865,735.2188047131547
795,NYK,.455,.333,.792,8,7,10,106,TOR,.505,.457,.880,14,3,11,132,0.45751633986928103,0.31451612903225806,0.7934782608695652,11.4,6.9,13.1,106.4,0.47505668934240364,0.3506849315068493,0.8,8.7,8.6,10.9,114.6,A,1337.7754343498832,1673.7265427119796,1333.8491508453144,1677.6528262165484,706.1656382306785,1197.7905394383051,704.588464525056,1199.3677131439276
796,ATL,.512,.475,.864,5,2,15,122,CHI,.490,.459,.842,13,10,5,129,0.4275618374558304,0.30368098159509205,0.7964601769911505,8.2,9.5,16.0,100.5,0.44661308840413316,0.3333333333333333,0.7352941176470589,8.1,8.2,12.8,102.5,A,1387.7322952446511,1387.7021517089158,1379.3185978646682,1396.1158490888988,724.7478584156825,711.3543587882534,715.9163175523287,720.1858996516072
797,MIN,.463,.300,.714,13,7,9,109,GSW,.407,.278,.905,12,6,13,103,0.4753521126760563,0.3445378151260504,0.8443579766536965,9.7,6.6,11.9,110.9,0.5095465393794749,0.42,0.8495575221238938,8.3,7.6,14.1,117.2,H,1536.0431175459748,1631.7850817268313,1546.6681988286084,1621.1600004441977,977.0373769592895,1134.9146666013698,989.6540005611755,1122.2980429994839
798,NOP,.441,.286,.846,10,7,13,99,UTA,.417,.375,.960,17,4,15,116,0.47466390899689764,0.36713286713286714,0.8255813953488372,8.8,8.0,12.6,116.5,0.4514501891551072,0.3436426116838488,0.7359307359307359,9.2,7.7,14.9,98.6,A,1523.1808428111524,1581.863680864979,1511.5310228309527,1593.5135008451787,947.3640749913043,1030.868378843798,936.871713482803,1041.3607403522992
799,DEN,.562,.405,.714,8,2,7,130,SAC,.429,.194,.769,7,3,3,104,0.5005727376861397,0.4031746031746032,0.7964601769911505,10.4,9.1,15.1,118.1,0.4489795918367347,0.37777777777777777,0.8071428571428572,10.0,6.7,12.1,100.7,H,1517.4954406419586,1346.033944649945,1526.9107855806017,1336.6185997113018,943.8489561430578,656.7737307942615,949.0047660782645,651.6179208590547
800,DAL,.351,.161,.611,17,5,10,82,HOU,.464,.378,.714,6,5,11,105,0.4436781609195402,0.39209726443769,0.7810945273631841,8.0,7.2,12.9,105.8,0.4667487684729064,0.37055837563451777,0.8043478260869565,9.6,9.0,13.1,112.6,A,1443.3311611787738,1700.5491540908313,1437.776983609309,1706.1033316602961,812.2845358527808,1223.0325947848619,809.9474964804889,1225.3696341571538
801,BOS,.420,.324,.810,10,10,16,97,IND,.481,.545,.900,6,9,18,99,0.45310734463276836,0.3684210526315789,0.782608695652174,10.4,6.5,12.2,110.1,0.452353616532721,0.350210970464135,0.7772277227722773,11.9,10.4,15.1,102.8,A,1561.8867264811513,1516.0863606982152,1556.2137092268026,1521.759377952564,1006.2504903353971,924.2004472881763,999.8801379048712,930.5707997187022
802,LAL,.500,.382,.900,14,9,13,127,CLE,.466,.387,.826,7,4,12,113,0.484375,0.39692307692307693,0.7674418604651163,9.5,7.5,14.9,116.2,0.4799081515499426,0.3584905660377358,0.7268041237113402,8.9,7.6,11.8,109.1,H,1486.2519554154594,1493.6130150460779,1499.463901300238,1480.4010691612993,865.605803321644,918.6163183981129,881.0706310890075,903.1514906307493
803,HOU,.488,.295,.783,9,6,15,109,SAS,.407,.393,.696,7,5,13,93,0.46371463714637146,0.3596938775510204,0.8045977011494253,9.3,9.4,13.6,110.5,0.46952595936794583,0.30131004366812225,0.748898678414097,9.5,7.8,11.9,107.1,H,1706.1033316602961,1479.7857738679852,1711.1907609909497,1474.6983445373316,1225.3696341571538,903.7586046412786,1228.4046834537849,900.7235553446475
804,MEM,.472,.333,.526,10,6,9,103,MIL,.580,.480,.682,11,6,18,121,0.43638525564803804,0.35555555555555557,0.7659574468085106,8.9,7.8,15.4,95.8,0.4665071770334928,0.36885245901639346,0.7977099236641222,9.7,9.1,14.7,107.9,A,1310.932306474316,1473.0496207324672,1303.321155363297,1480.6607718434861,658.3252058714296,898.2703048980112,653.1933929546292,903.4021178148116
805,OKC,.452,.444,.778,5,5,10,106,SAC,.409,.364,.813,13,8,11,101,0.44724770642201833,0.35365853658536583,0.7183673469387755,12.4,7.2,14.1,107.2,0.43792325056433407,0.35294117647058826,0.8116883116883117,10.2,6.4,11.5,99.7,H,1540.6672470630187,1336.6185997113018,1543.5230579152983,1333.7627888590223,975.1363107171367,651.6179208590547,976.6393965647148,650.1148350114765
806,POR,.458,.389,.833,9,5,12,115,MIA,.429,.323,.688,10,6,11,99,0.45381062355658197,0.4077669902912621,0.8204081632653061,10.6,7.6,13.3,111.3,0.4752808988764045,0.3701067615658363,0.7196652719665272,10.4,10.0,12.6,112.2,H,1585.0841799354243,1523.3597706387534,1596.1258726545698,1512.318077919608,1017.6014370640163,927.2776259995688,1027.3788384560237,917.5002246075614
807,PHI,.467,.333,.818,7,3,21,98,IND,.400,.208,.800,14,13,9,101,0.46172248803827753,0.3708609271523179,0.7301587301587301,10.9,8.3,16.0,106.8,0.45569620253164556,0.37656903765690375,0.7789473684210526,11.2,10.7,15.6,103.0,A,1552.8929402234082,1521.759377952564,1546.6471233514972,1528.005194824475,1021.1000602760887,930.5707997187022,1013.5370886179462,938.1337713768447
808,WAS,.512,.400,.760,14,6,11,111,MIN,.529,.333,.895,11,10,10,116,0.47417840375586856,0.392,0.8,10.3,7.2,14.3,107.0,0.4744186046511628,0.3389830508474576,0.836,9.9,6.5,11.5,110.5,A,1553.8043626998951,1546.6681988286084,1546.5812267226231,1553.8913348058804,975.5747254068372,989.6540005611755,968.897579842541,996.3311461254717
809,ATL,.425,.419,.833,13,5,15,107,OKC,.472,.457,.760,9,9,7,119,0.4339622641509434,0.3167701863354037,0.7947598253275109,8.1,9.3,16.3,102.0,0.4482366325369738,0.3547400611620795,0.7354260089686099,12.0,7.1,14.2,106.8,A,1379.3185978646682,1543.5230579152983,1373.562142496594,1549.2795132833724,715.9163175523287,976.6393965647148,712.4059446292299,980.1497694878136
810,NYK,.488,.320,.750,10,9,19,97,DAL,.449,.400,.889,12,11,12,110,0.4589266155531216,0.3247863247863248,0.7814207650273224,11.0,6.8,13.0,105.7,0.43742824339839265,0.3768996960486322,0.7733990147783252,8.5,7.1,12.5,104.3,A,1333.8491508453144,1437.776983609309,1325.8232719294067,1445.8028625252166,704.588464525056,809.9474964804889,696.6136302873982,817.9223307181467
811,CHI,.426,.241,.867,11,11,9,106,LAC,.487,.276,.732,6,4,14,112,0.4469525959367946,0.347682119205298,0.7409326424870466,8.9,8.7,12.2,104.0,0.489749430523918,0.32592592592592595,0.7642585551330798,10.2,7.9,13.2,114.9,A,1396.1158490888988,1541.1562572223277,1391.9224783805387,1545.3496279306878,720.1858996516072,954.3707293724865,717.5002957542778,957.0563332698159
812,SAS,.476,.474,.826,11,10,12,108,ORL,.341,.304,1.000,9,5,20,72,0.4650630011454754,0.32608695652173914,0.7445887445887446,9.1,7.5,12.2,105.9,0.4629404617253949,0.3793103448275862,0.7336448598130841,6.7,8.0,14.1,102.9,H,1474.6983445373316,1378.407939802128,1491.6311476232493,1361.4751367162105,900.7235553446475,735.2188047131547,913.0090093776043,722.9333506801978
813,UTA,.553,.382,.565,11,10,22,110,DET,.375,.200,.737,8,14,17,79,0.44569288389513106,0.3333333333333333,0.7435897435897436,9.3,7.3,15.1,98.7,0.42424242424242425,0.3458904109589041,0.7330316742081447,12.9,6.9,14.0,101.9,H,1593.5135008451787,1435.8026961734968,1604.944749208816,1424.3714478098595,1041.3607403522992,848.9969872736684,1051.0008705290986,839.356857096869
814,LAL,.444,.375,.680,12,6,15,112,DEN,.442,.325,.737,5,12,19,103,0.48337028824833705,0.3916913946587537,0.7741935483870968,10.2,7.9,14.2,117.2,0.5074798619102416,0.4125,0.7860262008733624,10.1,8.3,14.7,119.4,H,1499.463901300238,1526.9107855806017,1510.2008495109137,1516.1738373699259,881.0706310890075,949.0047660782645,893.3512462916975,936.7241508755745
815,ORL,.506,.529,.870,9,10,17,126,MIL,.500,.417,.750,9,12,11,117,0.44525547445255476,0.36678200692041524,0.75,7.1,7.8,14.8,98.8,0.4703030303030303,0.38271604938271603,0.7938931297709924,9.7,8.8,14.9,107.7,H,1361.4751367162105,1480.6607718434861,1375.78767924886,1466.3482293108366,722.9333506801978,903.4021178148116,739.7390813712015,886.596387123808
816,BOS,.485,.462,.696,10,9,17,124,WAS,.474,.375,.750,13,10,19,125,0.4489795918367347,0.3652694610778443,0.8018433179723502,10.7,6.6,12.0,108.8,0.47044917257683216,0.39919354838709675,0.7962085308056872,11.1,7.1,14.3,106.3,A,1556.2137092268026,1546.5812267226231,1552.027508268686,1550.7674276807397,999.8801379048712,968.897579842541,995.3668762589183,973.4108414884938
817,SAC,.511,.333,.760,8,6,11,123,MIA,.414,.419,.905,15,5,14,119,0.4349775784753363,0.358974358974359,0.8209876543209876,10.6,6.4,10.9,100.7,0.4692737430167598,0.36042402826855124,0.7076271186440678,10.4,10.1,12.1,110.9,H,1333.7627888590223,1512.318077919608,1344.6310266784894,1501.4498401001408,650.1148350114765,917.5002246075614,663.3630432902459,904.2520163287921
818,GSW,.543,.300,.821,11,8,21,117,LAL,.452,.316,.643,7,11,14,106,0.4982164090368609,0.3973941368078176,0.8546255506607929,7.7,7.6,13.8,115.4,0.4821826280623608,0.4046242774566474,0.7731481481481481,10.3,7.9,14.4,117.3,H,1621.1600004441977,1510.2008495109137,1628.149174245985,1503.2116757091264,1122.2980429994839,893.3512462916975,1126.2285482866166,889.4207410045648
819,IND,.430,.292,.706,11,12,8,99,TOR,.443,.375,.857,18,4,20,106,0.44482758620689655,0.35319148936170214,0.7927461139896373,11.0,11.3,15.2,101.0,0.48068181818181815,0.3585434173669468,0.809322033898305,9.2,7.8,11.2,116.5,A,1528.005194824475,1677.6528262165484,1523.541725267908,1682.1162957731153,938.1337713768447,1199.3677131439276,935.6027908576064,1201.8986936631661
820,NYK,.517,.250,.625,8,8,12,110,PHI,.451,.405,.618,19,8,14,118,0.4672489082969432,0.33191489361702126,0.7664670658682635,11.3,7.2,13.0,106.2,0.46041412911084045,0.36454849498327757,0.7354085603112841,11.0,7.4,16.9,105.4,A,1325.8232719294067,1546.6471233514972,1322.4426907141706,1550.0277045667333,696.6136302873982,1013.5370886179462,694.6013701523924,1015.549348752952
821,HOU,.389,.293,.826,16,4,11,101,LAC,.454,.222,.500,11,3,9,96,0.4728395061728395,0.36175710594315247,0.7938931297709924,9.5,9.0,13.8,111.4,0.492468134414832,0.31970260223048325,0.7508650519031141,9.4,7.7,13.7,115.3,H,1711.1907609909497,1545.3496279306878,1714.644593488186,1541.8957954334514,1228.4046834537849,957.0563332698159,1230.4094702344446,955.0515464891562
822,MEM,.437,.371,.840,11,7,14,110,CHI,.438,.366,.788,8,10,13,111,0.4324644549763033,0.3333333333333333,0.7395833333333334,9.3,7.8,15.1,94.7,0.44652701212789414,0.34448160535117056,0.7447916666666666,9.1,8.7,11.7,105.6,A,1303.321155363297,1391.9224783805387,1300.4889637966726,1394.7546699471632,653.1933929546292,717.5002957542778,650.0527446369385,720.6409440719684
823,SAS,.374,.269,.895,15,10,10,98,NOP,.400,.375,.938,12,7,14,93,0.46788990825688076,0.3482142857142857,0.759825327510917,9.4,8.0,12.3,106.8,0.48393782383419687,0.37318840579710144,0.8579881656804734,9.0,7.9,12.7,118.2,H,1491.6311476232493,1511.5310228309527,1499.1915191616267,1503.9706512925752,913.0090093776043,936.871713482803,920.6753211804208,929.2054016799865
824,DEN,.506,.429,.786,10,7,15,120,DET,.478,.519,.647,9,8,11,113,0.496551724137931,0.378125,0.7807017543859649,9.8,8.6,14.8,116.3,0.4257990867579909,0.34397163120567376,0.7307692307692307,12.3,7.8,14.3,99.5,H,1516.1738373699259,1424.3714478098595,1521.9870992668864,1418.558185912899,936.7241508755745,839.356857096869,942.3972200028362,833.6837879696074
825,POR,.448,.343,.789,13,4,7,113,CLE,.513,.333,.571,2,5,11,105,0.45063879210220675,0.4032258064516129,0.8132295719844358,10.6,7.1,13.4,111.0,0.47314285714285714,0.3448275862068966,0.7360406091370558,9.1,7.3,11.9,108.3,H,1596.1258726545698,1480.4010691612993,1601.765951800827,1474.7609900150421,1027.3788384560237,903.1514906307493,1032.8042278763912,897.7261012103818
826,ORL,.391,.179,.909,7,12,15,83,BOS,.378,.346,.750,16,7,18,92,0.45145631067961167,0.3801369863013699,0.7549019607843137,7.4,8.1,15.4,100.9,0.45964125560538116,0.3813813813813814,0.7909090909090909,10.5,7.0,12.7,112.1,A,1375.78767924886,1552.027508268686,1371.2475260403594,1556.5676614771867,739.7390813712015,995.3668762589183,736.7213505279418,998.3846071021779
827,TOR,.473,.333,.839,12,5,13,122,DAL,.527,.273,.722,6,7,10,115,0.47871116225546606,0.3587570621468927,0.8174273858921162,10.3,7.5,12.4,115.6,0.43671607753705816,0.37962962962962965,0.7828282828282829,9.3,7.8,12.8,104.4,H,1682.1162957731153,1445.8028625252166,1685.0056176081612,1442.9135406901707,1201.8986936631661,817.9223307181467,1203.1707345312875,816.6502898500254
828,OKC,.489,.344,.818,17,17,14,121,LAC,.488,.423,.783,16,10,21,113,0.4510250569476082,0.37003058103975534,0.7431192660550459,11.1,7.4,14.0,107.5,0.49426605504587157,0.3215686274509804,0.7554744525547445,9.4,7.3,13.0,115.1,H,1549.2795132833724,1541.8957954334514,1558.113715804366,1533.0615929124579,980.1497694878136,955.0515464891562,988.4085191403292,946.7927968366406
