,Home,HFG%,H3P%,HFT%,HORB,HTOV,HAST,HPTS,Away,AFG%,A3P%,AFT%,AORB,ATOV,AAST,APTS,HRFG%,HR3P%,HRFT%,HRO,HRT,HRS,HRP,ARFG%,AR3P%,ARFT%,ARO,ART,ARS,ARP,Winner,Home_elo_before,Away_elo_before,Home_elo_after,Away_elo_after,Home_sm_before,Away_sm_before,Home_sm_after,Away_sm_after
174,BOS,.329,.219,.868,7,8,15,92,GSW,.402,.313,.632,7,9,15,88,0.4424673784104389,0.37254901960784315,0.7964601769911505,11.1,8.5,13.1,104.0,0.5269320843091335,0.4117647058823529,0.8208955223880597,8.9,9.3,16.9,119.1,H,1588.4044287626164,1611.0657277823905,1595.265094123335,1604.2050624216718,1151.5349092665908,1342.517266478758,1162.734415627645,1331.317760117704
175,IND,.438,.536,.667,13,4,10,107,DET,.419,.424,.800,11,4,11,100,0.4738675958188153,0.4189723320158103,0.7555555555555555,7.7,6.9,13.5,105.8,0.4596774193548387,0.40816326530612246,0.7487684729064039,12.2,8.0,13.8,107.0,H,1482.1797497819518,1539.2697889739209,1492.430761778639,1529.0187769772338,942.5321059522436,924.0487726960524,950.3816701285773,916.1992085197187
176,WAS,.381,.286,.875,7,4,12,88,MIA,.410,.286,.722,10,6,15,91,0.4728132387706856,0.3895131086142322,0.768595041322314,9.4,8.2,15.5,109.0,0.4344660194174757,0.35294117647058826,0.8033707865168539,7.9,7.9,16.7,96.7,A,1549.8569545787145,1475.8611366507103,1542.6677706260866,1483.0503206033382,969.1261808959667,874.6685664877041,961.4737463002456,882.3210010834252
177,CLE,.467,.333,.793,8,9,15,118,LAC,.447,.286,.786,13,7,15,113,0.4737470167064439,0.36477987421383645,0.8293650793650794,9.1,7.2,15.2,111.9,0.4439083232810615,0.35714285714285715,0.75,12.1,7.1,14.6,105.4,H,1483.2148956239384,1464.2561523537258,1489.7692292597324,1457.701818717932,914.386576315743,858.8100673882353,920.0556875495573,853.140956154421
178,TOR,.564,.346,.909,3,4,12,107,NYK,.330,.391,.882,14,7,9,84,0.49266503667481665,0.378839590443686,0.7550200803212851,7.4,8.5,14.0,110.5,0.47306791569086654,0.3516949152542373,0.7922705314009661,10.8,7.7,15.5,105.5,H,1555.6490492896883,1488.7406006891672,1569.5368152590645,1474.852834719791,1307.2135003292235,722.4169241059915,1308.0348748885133,721.5955495467016
179,SAS,.442,.400,.786,12,6,13,104,OKC,.438,.391,.667,13,7,8,101,0.44976076555023925,0.383399209486166,0.7669902912621359,11.2,7.9,14.4,100.7,0.44149577804583834,0.35782747603833864,0.7627118644067796,10.0,10.1,13.2,102.4,H,1504.2139276042526,1532.4974802051513,1510.3985945071147,1526.3128133022892,952.3779184983084,959.8533145718854,958.1231625339609,954.108070536233
180,DAL,.372,.211,.882,11,3,11,87,MIN,.464,.433,.870,11,7,10,111,0.42491268917345754,0.34545454545454546,0.7955801104972375,9.1,6.9,15.5,98.8,0.47635933806146574,0.3832599118942731,0.7857142857142857,9.9,9.3,14.9,109.1,A,1412.4552670090304,1506.294221630002,1399.7013920969282,1519.0480965421043,635.0830910829129,997.4478858008868,631.8933561700819,1000.6376207137178
181,SAC,.424,.286,.667,12,11,13,86,POR,.370,.280,.938,11,8,17,82,0.4254807692307692,0.34841628959276016,0.7340425531914894,8.0,7.7,14.2,92.3,0.43149038461538464,0.36964980544747084,0.8347107438016529,10.9,7.6,15.5,101.5,H,1385.4363853773903,1525.6340689140645,1395.2876169533179,1515.782837338137,462.9321552439761,1011.9117169626071,484.5685331513145,990.2753390552688
182,DEN,.629,.514,.762,13,5,14,146,NOP,.527,.364,.600,8,2,13,114,0.45936395759717313,0.3594306049822064,0.7231404958677686,12.1,8.5,15.9,105.6,0.4830409356725146,0.3401360544217687,0.7658536585365854,8.2,9.3,15.5,108.3,H,1513.9132990618173,1503.4671341606643,1535.9590505610993,1481.4213826613823,953.1825970997206,971.4704843295333,977.6649117263009,946.988169702953
183,ORL,.383,.276,.652,11,10,16,85,UTA,.480,.412,.944,14,10,10,125,0.46745562130177515,0.38688524590163936,0.759493670886076,7.2,8.1,14.8,102.8,0.4105642256902761,0.36507936507936506,0.8509615384615384,9.1,9.4,15.0,97.6,A,1505.049612867635,1464.4864708997284,1473.875715804467,1495.6603679628963,719.321510136844,1033.601906742436,713.2434966686569,1039.6799202106233
184,ATL,.474,.375,.800,6,7,13,99,BOS,.476,.471,.800,9,9,15,110,0.4739952718676123,0.42517006802721086,0.7631578947368421,8.7,9.2,16.8,107.2,0.42739079102715466,0.34627831715210355,0.8059071729957806,11.3,8.2,13.4,102.2,A,1459.2293581686256,1595.265094123335,1452.9997663397464,1601.4946859522142,583.1374329637712,1162.734415627645,582.6207115706076,1163.2511370208085
185,PHI,.485,.345,.750,11,8,11,116,GSW,.549,.304,.850,11,5,12,124,0.4738636363636364,0.37888198757763975,0.7205240174672489,10.9,8.8,17.4,112.1,0.5122235157159488,0.3974358974358974,0.797979797979798,9.0,9.2,16.7,116.2,A,1509.7062036212676,1604.2050624216718,1503.5059573321905,1610.4053087107488,1157.2754679869277,1331.317760117704,1152.994573904118,1335.5986542005137
186,MEM,.360,.259,.737,15,6,12,83,HOU,.449,.419,.810,9,8,16,105,0.47176913425345046,0.34812286689419797,0.7912621359223301,7.0,7.7,14.1,101.7,0.4610705596107056,0.35990888382687924,0.8081180811808119,10.0,9.5,16.6,113.5,A,1507.3751236457895,1558.3851958342257,1493.0039097079489,1572.7564097720665,721.4647564994477,1297.8084928938083,720.6265901876534,1298.6466592056026
187,DAL,.481,.500,.842,7,7,16,111,MIL,.378,.240,.548,8,8,12,79,0.4289071680376028,0.33532934131736525,0.797752808988764,8.4,6.2,15.2,98.4,0.4822085889570552,0.39166666666666666,0.7411167512690355,7.4,8.1,13.6,102.6,H,1399.7013920969282,1505.8102788108363,1432.1658325020644,1473.3458384056999,631.8933561700819,959.7860554950223,685.8576838933885,905.8217277717156
188,POR,.543,.476,.762,5,6,17,102,SAC,.382,.471,.778,9,9,11,90,0.4266826923076923,0.35826771653543305,0.8340807174887892,10.7,7.4,15.6,98.7,0.42105263157894735,0.34418604651162793,0.702247191011236,8.7,8.1,14.3,90.3,H,1515.782837338137,1395.2876169533179,1522.856009971268,1388.2144443201869,990.2753390552688,484.5685331513145,991.1304459908723,483.71342621571097
189,TOR,.444,.256,.714,11,8,7,100,WAS,.420,.579,.571,8,5,14,91,0.5068493150684932,0.3896551724137931,0.7666666666666667,6.8,7.7,14.0,111.1,0.47065868263473054,0.391304347826087,0.7872340425531915,9.4,7.5,15.4,107.9,H,1569.5368152590645,1542.6677706260866,1578.33035378726,1533.874232097891,1308.0348748885133,961.4737463002456,1309.859821070455,959.648800118304
190,MIA,.422,.351,.857,10,8,14,95,IND,.600,.478,.875,9,9,12,120,0.42926239419588874,0.346031746031746,0.7808988764044944,8.5,7.9,17.3,95.8,0.47079037800687284,0.42857142857142855,0.7458563535911602,8.4,6.4,12.6,106.8,A,1483.0503206033382,1492.430761778639,1464.5348647593157,1510.9462176226614,882.3210010834252,950.3816701285773,867.6559440609593,965.0467271510432
191,MIN,.513,.227,.667,6,11,20,97,DET,.470,.320,.700,11,10,19,100,0.4727488151658768,0.3879310344827586,0.7896825396825397,10.0,9.5,14.2,108.7,0.4487917146144994,0.4061433447098976,0.7602040816326531,12.1,7.7,13.5,104.8,A,1519.0480965421043,1529.0187769772338,1513.6608463094014,1534.4060272099366,1000.6376207137178,916.1992085197187,993.2128849102342,923.6239443232023
192,LAL,.530,.375,.563,13,11,15,127,DEN,.429,.419,.686,17,8,20,109,0.437862950058072,0.23553719008264462,0.7301587301587301,10.9,8.1,16.8,99.5,0.4794841735052755,0.3811188811188811,0.7366255144032922,11.6,8.3,15.7,110.6,H,1451.294446791626,1535.9590505610993,1471.5355876771755,1515.7179096755497,784.3850823063448,977.6649117263009,811.5036701174137,950.546323915232
193,DET,.442,.433,.538,7,7,14,88,CLE,.525,.485,.941,7,4,11,116,0.4548611111111111,0.4068965517241379,0.764102564102564,12.0,7.6,14.2,105.3,0.4686390532544379,0.3546325878594249,0.8301158301158301,9.1,7.6,15.8,111.8,A,1534.4060272099366,1489.7692292597324,1510.0816464092732,1514.0936100603958,923.6239443232023,920.0556875495573,902.55188302673,941.1277488460296
194,ORL,.417,.342,.609,11,6,22,97,IND,.416,.400,.793,8,17,12,105,0.46172248803827753,0.36454849498327757,0.7329192546583851,7.1,8.4,15.2,99.9,0.4879725085910653,0.43478260869565216,0.7485029940119761,7.9,6.5,12.4,108.7,A,1473.875715804467,1510.9462176226614,1465.9951930173872,1518.8267404097412,713.2434966686569,965.0467271510432,710.3706373591164,967.9195864605838
195,PHI,.518,.267,.682,9,11,19,107,UTA,.353,.321,.895,7,16,14,86,0.4784090909090909,0.38095238095238093,0.7276595744680852,10.8,8.2,17.1,113.3,0.4166666666666667,0.38006230529595014,0.8604651162790697,9.7,9.7,14.2,101.7,H,1503.5059573321905,1495.6603679628963,1519.9675824252479,1479.198742869839,1152.994573904118,1039.6799202106233,1163.6379248068097,1029.0365693079316
196,NYK,.432,.382,.960,14,11,22,107,LAC,.375,.313,.714,10,12,21,85,0.45949074074074076,0.36681222707423583,0.7979274611398963,11.0,7.8,15.2,103.2,0.4421052631578947,0.3521594684385382,0.767175572519084,12.0,7.4,15.0,106.3,H,1474.852834719791,1457.701818717932,1491.2740262711611,1441.2806271665618,721.5955495467016,853.140956154421,748.2397202153677,826.4967854857549
197,MEM,.384,.267,.783,5,6,8,92,POR,.398,.400,.875,15,1,15,100,0.46115906288532676,0.3356401384083045,0.8009950248756219,7.9,7.6,13.6,100.6,0.44226044226044225,0.3699186991869919,0.8293838862559242,9.4,7.3,15.5,98.6,A,1493.0039097079489,1522.856009971268,1484.8964112566007,1530.963508422616,720.6265901876534,991.1304459908723,718.0282501294832,993.7287860490425
198,MIL,.443,.182,.737,6,10,9,88,WAS,.527,.375,.706,8,4,16,99,0.4684796044499382,0.3765182186234818,0.7121212121212122,7.5,8.0,13.4,99.2,0.46886446886446886,0.3969465648854962,0.7735042735042735,9.0,7.3,15.4,105.3,A,1473.3458384056999,1533.874232097891,1464.6544984697196,1542.5655720338714,905.8217277717156,959.648800118304,896.8875204335326,968.583007456487
199,NOP,.513,.280,.781,7,8,19,114,OKC,.427,.314,.769,9,14,14,107,0.48413631022326675,0.336734693877551,0.7587939698492462,8.0,8.5,15.7,107.4,0.43509615384615385,0.36688311688311687,0.7413793103448276,10.2,10.0,12.6,100.9,H,1481.4213826613823,1526.3128133022892,1491.26878540301,1516.4654105606614,946.988169702953,954.108070536233,955.622491021271,945.4737492179149
200,DAL,.406,.212,.850,8,7,11,102,BOS,.452,.361,.808,5,8,17,110,0.4264018691588785,0.3373493975903614,0.8033707865168539,8.8,6.2,15.1,98.5,0.43243243243243246,0.35782747603833864,0.8,11.6,8.4,13.4,103.6,A,1432.1658325020644,1601.4946859522142,1427.7849497569014,1605.8755686973773,685.8576838933885,1163.2511370208085,685.0667209781743,1164.0420999360229
201,SAS,.449,.323,1.000,14,7,18,96,ATL,.435,.267,.375,9,7,15,85,0.43966547192353644,0.3726937269372694,0.7696078431372549,11.6,7.9,14.4,99.4,0.4802395209580838,0.42105263157894735,0.7525252525252525,8.2,9.2,16.9,107.1,H,1510.3985945071147,1452.9997663397464,1519.2028904620927,1444.1954703847684,958.1231625339609,582.6207115706076,959.8718258580169,580.8720482465516
202,SAC,.477,.400,.889,5,11,12,98,DEN,.488,.469,.750,14,6,13,114,0.4199288256227758,0.3619047619047619,0.7,8.5,8.2,13.7,91.0,0.47374562427071176,0.3877551020408163,0.7254901960784313,12.4,8.6,15.4,111.1,A,1388.2144443201869,1515.7179096755497,1379.9394345539852,1523.9929194417514,483.71342621571097,950.546323915232,482.40883617183727,951.8509139591057
203,LAL,.400,.325,.720,12,7,12,103,CHI,.383,.306,.688,15,4,14,94,0.4476409666283084,0.2540983606557377,0.7142857142857143,11.6,8.3,16.2,102.0,0.4062863795110594,0.3268608414239482,0.76,10.0,7.6,13.5,93.2,H,1471.5355876771755,1416.2530409110695,1479.3863416073254,1408.4022869809196,811.5036701174137,488.19182688970943,813.5850948860318,486.11040212109134
204,PHI,.433,.344,.706,11,12,18,101,POR,.337,.269,.583,11,8,17,81,0.4806378132118451,0.36610169491525424,0.7242798353909465,10.6,8.3,17.7,112.8,0.4430693069306931,0.36086956521739133,0.832579185520362,9.3,6.9,16.1,98.3,H,1519.9675824252479,1530.963508422616,1537.0160647157384,1513.9150261321256,1163.6379248068097,993.7287860490425,1171.5192353001319,985.8474755557203
205,ATL,.482,.345,.867,9,10,15,103,LAC,.579,.500,.684,6,7,15,116,0.47686832740213525,0.4020979020979021,0.7277777777777777,8.8,9.0,16.8,105.0,0.44653349001175086,0.3423728813559322,0.7662835249042146,11.5,8.0,15.3,106.1,A,1444.1954703847684,1441.2806271665618,1431.81101548759,1453.66508206374,580.8720482465516,826.4967854857549,576.8656490637517,830.5031846685548
206,MIA,.494,.357,.875,7,3,16,104,BOS,.417,.346,.704,7,11,11,98,0.42839951865222625,0.3582554517133956,0.7727272727272727,8.9,8.1,16.8,96.3,0.43559718969555034,0.36503067484662577,0.7957446808510639,11.0,8.1,13.9,105.0,H,1464.5348647593157,1605.8755686973773,1476.6167091695954,1593.7937242870976,867.6559440609593,1164.0420999360229,884.8129778686424,1146.8850661283398
207,NYK,.462,.333,.824,13,8,11,108,TOR,.425,.368,.667,12,4,15,100,0.4604651162790698,0.38247011952191234,0.8393782383419689,11.3,8.1,16.0,105.0,0.5062034739454094,0.3770491803278688,0.7637130801687764,7.1,7.5,13.8,111.2,H,1491.2740262711611,1578.33035378726,1503.4283689014437,1566.1760111569774,748.2397202153677,1309.859821070455,779.962029886487,1278.1375113993356
208,HOU,.549,.439,.739,8,13,18,125,DEN,.402,.303,.652,15,11,19,95,0.4581818181818182,0.37020316027088035,0.8022388059701493,10.2,9.2,16.3,113.5,0.4765258215962441,0.4084967320261438,0.7261904761904762,12.7,8.4,15.6,112.0,H,1572.7564097720665,1523.9929194417514,1590.8661360255112,1505.8831931883067,1298.6466592056026,951.8509139591057,1302.740548042173,947.7570251225354
209,MEM,.457,.241,.929,6,7,17,94,DAL,.429,.321,.500,4,9,8,95,0.4575242718446602,0.3333333333333333,0.788659793814433,7.5,7.5,12.6,100.2,0.4223744292237443,0.31378299120234604,0.8074866310160428,8.7,6.5,13.8,99.8,A,1484.8964112566007,1427.7849497569014,1479.9709721965323,1432.7103888169697,718.0282501294832,685.0667209781743,713.4842028549401,689.6107682527174
210,MIN,.460,.348,.800,10,9,7,124,ORL,.505,.324,.636,7,4,14,118,0.4748803827751196,0.3739130434782609,0.7943548387096774,9.7,9.7,14.8,107.7,0.4461722488038278,0.3535031847133758,0.7352941176470589,7.6,8.1,15.7,98.2,H,1513.6608463094014,1465.9951930173872,1520.0939940197024,1459.5620453070862,993.2128849102342,710.3706373591164,995.2822342952757,708.3012879740749
211,NOP,.481,.292,.917,7,7,15,107,SAS,.398,.250,.933,8,10,15,90,0.48936170212765956,0.3402061855670103,0.7605633802816901,7.8,8.4,15.7,108.9,0.45161290322580644,0.38489208633093525,0.7650273224043715,11.3,7.8,14.5,100.3,H,1491.26878540301,1519.2028904620927,1507.4530719840147,1503.018603881088,955.622491021271,959.8718258580169,970.499677454747,944.9946394245409
212,OKC,.456,.320,.692,13,15,16,108,GSW,.413,.323,.833,7,11,22,91,0.43337334933973587,0.3592233009708738,0.7459016393442623,10.0,9.8,12.9,101.5,0.519298245614035,0.4074074074074074,0.7929292929292929,8.6,9.0,16.2,116.6,H,1516.4654105606614,1610.4053087107488,1536.4839425215048,1590.3867767499055,945.4737492179149,1335.5986542005137,983.9835656276493,1297.0888377907793
213,UTA,.465,.400,.842,8,10,7,110,CHI,.372,.238,.850,8,3,16,80,0.40559440559440557,0.3710691823899371,0.8733031674208145,9.0,10.4,13.5,100.7,0.3965317919075145,0.30448717948717946,0.7471910112359551,10.7,7.7,14.0,91.4,H,1479.198742869839,1408.4022869809196,1495.7325870915079,1391.8684427592507,1029.0365693079316,486.11040212109134,1030.3193249079216,484.8276465211013
214,SAC,.553,.476,.643,10,9,17,113,LAL,.500,.517,.600,4,8,17,102,0.42568370986920334,0.37962962962962965,0.7257142857142858,8.1,8.5,13.5,92.5,0.4420454545454545,0.27586206896551724,0.7154150197628458,11.9,8.3,15.3,103.1,H,1379.9394345539852,1479.3863416073254,1395.2362274988823,1464.0895486624283,482.40883617183727,813.5850948860318,508.49287920366953,787.5010518541995
215,ATL,.475,.419,.750,13,7,9,116,NYK,.513,.400,.857,5,1,20,104,0.48197115384615385,0.4006849315068493,0.7440476190476191,8.5,8.9,16.5,104.4,0.45949074074074076,0.3684210526315789,0.8412698412698413,11.5,8.0,15.7,104.4,H,1431.81101548759,1503.4283689014437,1446.6633631802351,1488.5760212087987,576.8656490637517,779.962029886487,598.0668878372342,758.7607911130045
216,BOS,.462,.405,.680,13,6,8,118,ORL,.432,.375,.632,16,6,12,103,0.4294117647058823,0.3644859813084112,0.7845528455284553,10.2,8.2,13.7,104.0,0.44655581947743467,0.33753943217665616,0.7241379310344828,7.7,7.5,15.5,98.5,H,1593.7937242870976,1459.5620453070862,1601.474963226848,1451.8808063673357,1146.8850661283398,708.3012879740749,1148.3630086498392,706.8233454525755
217,IND,.458,.423,.741,10,10,16,107,TOR,.494,.300,.750,7,14,18,104,0.47477064220183485,0.41295546558704455,0.7540983606557377,7.9,7.3,12.5,106.8,0.49876237623762376,0.3782051282051282,0.7695652173913043,7.4,7.2,14.0,110.1,H,1518.8267404097412,1566.1760111569774,1525.424495708028,1559.5782558586907,967.9195864605838,1278.1375113993356,980.6561565930243,1265.400941266895
218,MIN,.440,.412,.615,13,9,10,97,MIA,.475,.487,.875,9,4,13,109,0.477326968973747,0.37280701754385964,0.7904411764705882,10.0,10.1,14.1,110.0,0.4236874236874237,0.36645962732919257,0.7964071856287425,8.1,7.6,16.0,94.5,A,1520.0939940197024,1476.6167091695954,1506.5376901928425,1490.1730129964553,995.2822342952757,884.8129778686424,978.5909496969928,901.5042624669253
219,OKC,.429,.250,.750,13,13,14,98,DET,.464,.378,.778,8,6,20,99,0.42992874109263657,0.34967320261437906,0.7309236947791165,10.4,10.7,13.0,101.3,0.4528301886792453,0.4061433447098976,0.7277486910994765,11.0,6.7,14.3,102.6,A,1536.4839425215048,1510.0816464092732,1532.0416394057575,1514.5239495250205,983.9835656276493,902.55188302673,978.6647958161727,907.8706528382066
220,DEN,.506,.281,.577,15,9,21,104,MEM,.493,.375,.688,3,10,18,92,0.47540983606557374,0.3926174496644295,0.7213114754098361,12.9,8.2,16.2,110.5,0.4560975609756098,0.31316725978647686,0.8010204081632653,7.5,7.2,13.4,99.3,H,1505.8831931883067,1479.9709721965323,1516.434443982047,1469.419721402792,947.7570251225354,713.4842028549401,951.7964596878948,709.4447682895808
221,GSW,.582,.444,1.000,6,11,11,143,CHI,.354,.361,.733,13,7,15,94,0.5046620046620046,0.4019933554817276,0.7990196078431373,8.3,9.8,15.9,115.0,0.39789964994165694,0.3089700996677741,0.757396449704142,9.7,7.5,14.3,90.3,H,1590.3867767499055,1391.8684427592507,1603.515960180631,1378.7392593285251,1297.0888377907793,484.8276465211013,1297.4409300928316,484.4755542190489
222,PHI,.505,.471,.900,11,7,11,130,ORL,.453,.387,.677,7,8,9,111,0.46959459459459457,0.35973597359735976,0.7245762711864406,11.0,8.5,17.6,111.4,0.4396751740139211,0.3301282051282051,0.7039106145251397,8.7,7.5,14.3,98.7,H,1537.0160647157384,1451.8808063673357,1548.2603686062175,1440.6365024768565,1171.5192353001319,706.8233454525755,1173.0050010237762,705.3375797289311
223,WAS,.461,.348,.938,7,9,11,105,POR,.513,.375,.773,6,3,16,108,0.474009900990099,0.38095238095238093,0.7792207792207793,8.5,6.8,15.5,104.2,0.4369645042839657,0.3565217391304348,0.8097345132743363,9.8,7.2,16.5,97.9,A,1542.5655720338714,1513.9150261321256,1536.3730432953548,1520.1075548706422,968.583007456487,985.8474755557203,963.3423479329583,991.088135079249
224,ATL,.347,.222,.870,7,9,18,78,TOR,.548,.406,.778,11,10,16,112,0.4811764705882353,0.4103448275862069,0.7345679012345679,9.3,8.8,15.6,105.6,0.49511002444987773,0.3717948717948718,0.7657657657657657,7.6,7.7,14.2,109.6,A,1446.6633631802351,1559.5782558586907,1431.5884434927723,1574.6531755461535,598.0668878372342,1265.400941266895,597.4104628532632,1266.057366250866
225,HOU,.436,.383,.773,9,12,7,117,NYK,.494,.235,.737,6,4,18,102,0.4746987951807229,0.37668161434977576,0.7962962962962963,10.2,10.1,16.4,117.1,0.4604651162790698,0.3673469387755102,0.8333333333333334,10.9,7.3,15.5,103.2,H,1590.8661360255112,1488.5760212087987,1599.7495053123907,1479.6926519219192,1302.740548042173,758.7607911130045,1303.525371844096,757.9759673110816
226,IND,.487,.304,1.000,10,9,18,98,BOS,.563,.400,.889,4,8,14,108,0.47435897435897434,0.42857142857142855,0.7643979057591623,8.1,7.7,13.0,106.5,0.42724097788125726,0.36335403726708076,0.7698412698412699,9.9,7.8,12.9,104.5,A,1525.424495708028,1601.474963226848,1517.74985396078,1609.149604974096,980.6561565930243,1148.3630086498392,975.6090884195077,1153.410076823356
227,DAL,.493,.429,.727,8,11,17,97,OKC,.363,.371,.769,8,12,17,81,0.42596810933940776,0.3123123123123123,0.7814207650273224,8.2,6.6,13.2,99.5,0.43259085580304807,0.33663366336633666,0.7283950617283951,10.6,11.6,13.2,101.7,H,1432.7103888169697,1532.0416394057575,1452.233673173887,1512.5183550488402,689.6107682527174,978.6647958161727,720.3616176627272,947.913946406163
228,GSW,.415,.303,.815,11,11,9,110,NOP,.405,.355,.696,9,2,17,95,0.5046511627906977,0.39935064935064934,0.8256410256410256,7.5,10.1,15.8,115.2,0.49466192170818507,0.34507042253521125,0.7685185185185185,7.6,7.8,15.3,109.8,H,1603.515960180631,1507.4530719840147,1612.6471999530668,1498.321832211579,1297.4409300928316,970.499677454747,1300.2617122688223,967.6788952787564
229,UTA,.568,.563,.579,5,8,10,121,MIL,.532,.381,.783,8,5,16,108,0.4055619930475087,0.36477987421383645,0.8755555555555555,9.2,9.8,12.8,101.3,0.46732429099876693,0.3524590163934426,0.7241379310344828,7.9,8.4,12.7,99.1,H,1495.7325870915079,1464.6544984697196,1506.6215464245206,1453.7655391367068,1030.3193249079216,896.8875204335326,1037.335934041715,889.8709112997391
230,SAC,.458,.524,.889,8,9,18,95,LAC,.475,.321,.923,6,11,16,97,0.4378698224852071,0.39631336405529954,0.711864406779661,8.4,8.4,13.7,95.2,0.4577883472057075,0.35333333333333333,0.752,11.2,8.3,15.6,106.4,A,1395.2362274988823,1453.66508206374,1391.3891937072528,1457.5121158553695,508.49287920366953,830.5031846685548,507.45208300629696,831.5439808659274
231,CHI,.371,.424,.813,7,10,13,93,MIA,.453,.406,.826,1,9,12,100,0.4031890660592255,0.32,0.7560975609756098,9.8,7.3,13.9,92.8,0.43014705882352944,0.3787878787878788,0.7926829268292683,8.7,7.2,16.2,95.7,A,1378.7392593285251,1490.1730129964553,1373.410880520625,1495.5013918043555,484.4755542190489,901.5042624669253,483.4268006066548,902.5530160793194
232,IND,.532,.577,.846,8,7,14,121,ORL,.435,.390,.813,10,4,14,109,0.47607934655775963,0.411522633744856,0.7724867724867724,8.7,8.0,13.6,106.2,0.4443155452436195,0.3409090909090909,0.7024390243902439,8.7,7.7,13.6,101.5,H,1517.74985396078,1440.6365024768565,1526.316516662193,1432.0698397754436,975.6090884195077,705.3375797289311,978.9433596507384,702.0033084977003
233,PHI,.375,.107,.800,22,6,12,91,CLE,.477,.405,.800,11,7,11,113,0.47398190045248867,0.3708609271523179,0.7575757575757576,10.6,8.2,17.1,112.5,0.47461629279811096,0.3662420382165605,0.8458498023715415,9.3,7.2,15.1,113.3,A,1548.2603686062175,1514.0936100603958,1528.4934671669641,1533.8605114996492,1173.0050010237762,941.1277488460296,1138.96777788106,975.1649719887458
234,BOS,.519,.485,.571,5,2,17,108,DET,.518,.440,.826,8,8,8,118,0.439766081871345,0.3573667711598746,0.7848101265822784,9.2,8.0,13.3,105.2,0.45584725536992843,0.41414141414141414,0.7360406091370558,10.8,6.6,15.1,103.2,A,1609.149604974096,1514.5239495250205,1594.937751137097,1528.7358033620196,1153.410076823356,907.8706528382066,1132.6359503334181,928.6447793281444
235,NYK,.398,.333,.727,14,3,13,91,POR,.446,.333,.846,5,10,9,103,0.4666666666666667,0.3644067796610169,0.8225806451612904,10.9,6.9,15.4,103.7,0.4490049751243781,0.37272727272727274,0.8144796380090498,9.3,6.7,16.4,98.4,A,1479.6926519219192,1520.1075548706422,1469.72616479261,1530.0740419999513,757.9759673110816,991.088135079249,753.9118865518811,995.1522158384495
236,SAS,.524,.417,.905,4,7,10,115,DAL,.482,.438,.706,4,7,11,108,0.45149700598802395,0.3795620437956204,0.7833333333333333,10.9,7.6,14.5,99.9,0.43583815028901735,0.32934131736526945,0.7790697674418605,8.1,7.3,13.4,99.8,H,1503.018603881088,1452.233673173887,1509.929573302469,1445.322703752506,944.9946394245409,720.3616176627272,948.0657771622248,717.2904799250433
237,GSW,.500,.432,.714,9,9,14,106,SAC,.532,.529,.810,11,7,13,110,0.4936854190585534,0.3801916932907348,0.8300970873786407,8.1,10.1,15.3,115.0,0.431924882629108,0.4009216589861751,0.7225433526011561,8.9,8.7,13.8,94.8,A,1612.6471999530668,1391.3891937072528,1600.6381953085945,1403.3981983517251,1300.2617122688223,507.45208300629696,1266.03564082847,541.6781544466493
238,LAC,.482,.357,.933,10,7,17,120,LAL,.484,.367,.667,12,10,16,115,0.4531435349940688,0.34,0.7521367521367521,11.1,8.5,15.6,104.2,0.4526795895096921,0.30597014925373134,0.7096774193548387,10.9,7.9,15.4,105.2,H,1457.5121158553695,1464.0895486624283,1464.7206334818707,1456.8810310359272,831.5439808659274,787.5010518541995,837.4846893368533,781.5603433832737
239,CLE,.494,.333,.739,5,12,13,108,MIA,.440,.323,.650,8,7,15,97,0.4835680751173709,0.37735849056603776,0.8414634146341463,9.7,7.4,14.7,115.1,0.42874692874692877,0.37846153846153846,0.8068181818181818,8.0,7.2,15.1,96.3,H,1533.8605114996492,1495.5013918043555,1543.3692689476595,1485.9926343563452,975.1649719887458,902.5530160793194,983.4279648290358,894.2900232390294
240,MIN,.412,.333,.643,13,3,10,89,WAS,.434,.357,.588,9,5,7,92,0.47248803827751196,0.37668161434977576,0.7756653992395437,9.6,10.5,13.6,107.8,0.4661746617466175,0.3765182186234818,0.8055555555555556,8.3,7.2,15.0,102.5,A,1506.5376901928425,1536.3730432953548,1501.5451434787014,1541.365590009496,978.5909496969928,963.3423479329583,972.6830538408959,969.2502437890552
241,SAC,.403,.294,.690,9,5,16,87,MIL,.592,.409,.613,1,13,12,112,0.43779342723004694,0.4142857142857143,0.7197802197802198,9.5,8.8,12.8,96.4,0.46592317224287483,0.3389121338912134,0.7268292682926829,8.2,8.0,12.9,98.2,A,1403.3981983517251,1453.7655391367068,1387.6220028016971,1469.5417346867348,541.6781544466493,889.8709112997391,538.1169640357961,893.4321017105923
242,UTA,.483,.438,.889,9,7,11,106,DEN,.359,.206,.875,12,6,17,77,0.4238875878220141,0.37694704049844235,0.8509615384615384,8.7,9.7,12.4,102.2,0.47218934911242605,0.3691275167785235,0.7136929460580913,13.5,8.2,17.1,108.0,H,1506.6215464245206,1516.434443982047,1528.7308185879663,1494.3251718186013,1037.335934041715,951.7964596878948,1052.483958950792,936.648434778818
